Unnamed: 0,Region,Country,City,Day,AvgTemperature,AvgTemperatureCelsia
2063,Europe,Bulgaria,Sofia,24,38.0,3.33
2064,Europe,Bulgaria,Sofia,25,38.1,3.39
2065,Europe,Bulgaria,Sofia,26,39.4,4.11
2066,Europe,Bulgaria,Sofia,27,34.3,1.28
2067,Europe,Bulgaria,Sofia,28,31.1,-0.5
2068,Europe,Bulgaria,Sofia,29,20.0,-6.67
2069,Europe,Bulgaria,Sofia,30,35.9,2.17
2070,Europe,Croatia,Zagreb,1,46.6,8.11
2071,Europe,Croatia,Zagreb,2,50.9,10.5
2072,Europe,Croatia,Zagreb,3,53.2,11.78
2073,Europe,Croatia,Zagreb,4,44.8,7.11
2074,Europe,Croatia,Zagreb,5,51.2,10.67
2075,Europe,Croatia,Zagreb,6,47.8,8.78
2076,Europe,Croatia,Zagreb,7,48.2,9.0
2077,Europe,Croatia,Zagreb,8,49.0,9.44
2078,Europe,Croatia,Zagreb,9,48.8,9.33
2079,Europe,Croatia,Zagreb,10,48.1,8.94
2080,Europe,Croatia,Zagreb,11,44.4,6.89
2081,Europe,Croatia,Zagreb,12,52.6,11.44
2082,Europe,Croatia,Zagreb,13,43.1,6.17
2083,Europe,Croatia,Zagreb,14,44.0,6.67
2084,Europe,Croatia,Zagreb,15,41.2,5.11
2085,Europe,Croatia,Zagreb,16,41.8,5.44
2086,Europe,Croatia,Zagreb,17,42.4,5.78
2087,Europe,Croatia,Zagreb,18,41.8,5.44
2088,Europe,Croatia,Zagreb,19,36.1,2.28
2089,Europe,Croatia,Zagreb,20,37.4,3.0
2090,Europe,Croatia,Zagreb,21,47.7,8.72
2091,Europe,Croatia,Zagreb,22,54.2,12.33
2092,Europe,Croatia,Zagreb,23,51.7,10.94
2093,Europe,Croatia,Zagreb,24,54.0,12.22
2094,Europe,Croatia,Zagreb,25,50.2,10.11
2095,Europe,Croatia,Zagreb,26,42.9,6.06
2096,Europe,Croatia,Zagreb,27,36.3,2.39
2097,Europe,Croatia,Zagreb,28,34.5,1.39
2098,Europe,Croatia,Zagreb,29,38.2,3.44
2099,Europe,Croatia,Zagreb,30,39.0,3.89
2100,Europe,Czech Republic,Prague,1,43.5,6.39
2101,Europe,Czech Republic,Prague,2,48.5,9.17
2102,Europe,Czech Republic,Prague,3,44.4,6.89
2103,Europe,Czech Republic,Prague,4,39.7,4.28
2104,Europe,Czech Republic,Prague,5,40.6,4.78
2105,Europe,Czech Republic,Prague,6,42.3,5.72
2106,Europe,Czech Republic,Prague,7,43.5,6.39
2107,Europe,Czech Republic,Prague,8,41.4,5.22
2108,Europe,Czech Republic,Prague,9,43.8,6.56
2109,Europe,Czech Republic,Prague,10,43.0,6.11
2110,Europe,Czech Republic,Prague,11,39.5,4.17
2111,Europe,Czech Republic,Prague,12,36.7,2.61
2112,Europe,Czech Republic,Prague,13,35.8,2.11
2113,Europe,Czech Republic,Prague,14,35.5,1.94
2114,Europe,Czech Republic,Prague,15,39.1,3.94
2115,Europe,Czech Republic,Prague,16,38.5,3.61
2116,Europe,Czech Republic,Prague,17,36.6,2.56
2117,Europe,Czech Republic,Prague,18,37.0,2.78
2118,Europe,Czech Republic,Prague,19,37.5,3.06
2119,Europe,Czech Republic,Prague,20,37.0,2.78
2120,Europe,Czech Republic,Prague,21,41.3,5.17
2121,Europe,Czech Republic,Prague,22,44.6,7.0
2122,Europe,Czech Republic,Prague,23,41.8,5.44
2123,Europe,Czech Republic,Prague,24,46.2,7.89
2124,Europe,Czech Republic,Prague,25,43.3,6.28
2125,Europe,Czech Republic,Prague,26,34.6,1.44
2126,Europe,Czech Republic,Prague,27,36.1,2.28
2127,Europe,Czech Republic,Prague,28,39.3,4.06
2128,Europe,Czech Republic,Prague,29,36.9,2.72
2129,Europe,Czech Republic,Prague,30,33.7,0.94
2130,Europe,Denmark,Copenhagen,1,52.4,11.33
2131,Europe,Denmark,Copenhagen,2,49.3,9.61
2132,Europe,Denmark,Copenhagen,3,46.7,8.17
2133,Europe,Denmark,Copenhagen,4,48.6,9.22
2134,Europe,Denmark,Copenhagen,5,48.5,9.17
2135,Europe,Denmark,Copenhagen,6,39.9,4.39
2136,Europe,Denmark,Copenhagen,7,40.1,4.5
2137,Europe,Denmark,Copenhagen,8,44.7,7.06
2138,Europe,Denmark,Copenhagen,9,45.3,7.39
2139,Europe,Denmark,Copenhagen,10,43.5,6.39
2140,Europe,Denmark,Copenhagen,11,41.2,5.11
2141,Europe,Denmark,Copenhagen,12,40.3,4.61
2142,Europe,Denmark,Copenhagen,13,34.7,1.5
2143,Europe,Denmark,Copenhagen,14,40.0,4.44
2144,Europe,Denmark,Copenhagen,15,41.8,5.44
2145,Europe,Denmark,Copenhagen,16,41.7,5.39
2146,Europe,Denmark,Copenhagen,17,41.0,5.0
2147,Europe,Denmark,Copenhagen,18,41.1,5.06
2148,Europe,Denmark,Copenhagen,19,38.9,3.83
2149,Europe,Denmark,Copenhagen,20,35.2,1.78
2150,Europe,Denmark,Copenhagen,21,36.5,2.5
2151,Europe,Denmark,Copenhagen,22,46.1,7.83
2152,Europe,Denmark,Copenhagen,23,48.1,8.94
2153,Europe,Denmark,Copenhagen,24,42.2,5.67
2154,Europe,Denmark,Copenhagen,25,34.5,1.39
2155,Europe,Denmark,Copenhagen,26,38.5,3.61
2156,Europe,Denmark,Copenhagen,27,40.1,4.5
2157,Europe,Denmark,Copenhagen,28,39.9,4.39
2158,Europe,Denmark,Copenhagen,29,35.4,1.89
2159,Europe,Denmark,Copenhagen,30,32.5,0.28
2160,Europe,Finland,Helsinki,1,29.6,-1.33
2161,Europe,Finland,Helsinki,2,29.5,-1.39
2162,Europe,Finland,Helsinki,3,35.1,1.72
2163,Europe,Finland,Helsinki,4,44.5,6.94
2164,Europe,Finland,Helsinki,5,45.5,7.5
2165,Europe,Finland,Helsinki,6,43.8,6.56
2166,Europe,Finland,Helsinki,7,36.0,2.22
2167,Europe,Finland,Helsinki,8,38.6,3.67
2168,Europe,Finland,Helsinki,9,42.4,5.78
2169,Europe,Finland,Helsinki,10,43.0,6.11
2170,Europe,Finland,Helsinki,11,40.5,4.72
2171,Europe,Finland,Helsinki,12,35.7,2.06
2172,Europe,Finland,Helsinki,13,34.6,1.44
2173,Europe,Finland,Helsinki,14,33.1,0.61
2174,Europe,Finland,Helsinki,15,34.4,1.33
2175,Europe,Finland,Helsinki,16,36.1,2.28
2176,Europe,Finland,Helsinki,17,40.6,4.78
2177,Europe,Finland,Helsinki,18,39.8,4.33
2178,Europe,Finland,Helsinki,19,37.2,2.89
2179,Europe,Finland,Helsinki,20,33.0,0.56
2180,Europe,Finland,Helsinki,21,32.4,0.22
2181,Europe,Finland,Helsinki,22,32.3,0.17
2182,Europe,Finland,Helsinki,23,33.5,0.83
2183,Europe,Finland,Helsinki,24,41.9,5.5
2184,Europe,Finland,Helsinki,25,36.0,2.22
2185,Europe,Finland,Helsinki,26,33.9,1.06
2186,Europe,Finland,Helsinki,27,38.8,3.78
2187,Europe,Finland,Helsinki,28,37.0,2.78
2188,Europe,Finland,Helsinki,29,35.3,1.83
2189,Europe,Finland,Helsinki,30,35.7,2.06
2190,Europe,France,Paris,1,46.8,8.22
2191,Europe,France,Paris,2,49.6,9.78
2192,Europe,France,Paris,3,53.3,11.83
2193,Europe,France,Paris,4,54.2,12.33
2194,Europe,France,Paris,5,46.5,8.06
2195,Europe,France,Paris,6,42.7,5.94
2196,Europe,France,Paris,7,38.3,3.5
2197,Europe,France,Paris,8,41.1,5.06
2198,Europe,France,Paris,9,47.1,8.39
2199,Europe,France,Paris,10,50.6,10.33
2200,Europe,France,Paris,11,52.1,11.17
2201,Europe,France,Paris,12,47.0,8.33
2202,Europe,France,Paris,13,44.4,6.89
2203,Europe,France,Paris,14,43.3,6.28
2204,Europe,France,Paris,15,45.3,7.39
2205,Europe,France,Paris,16,46.0,7.78
2206,Europe,France,Paris,17,47.6,8.67
2207,Europe,France,Paris,18,42.5,5.83
2208,Europe,France,Paris,19,44.2,6.78
2209,Europe,France,Paris,20,45.2,7.33
2210,Europe,France,Paris,21,49.8,9.89
2211,Europe,France,Paris,22,51.4,10.78
2212,Europe,France,Paris,23,55.6,13.11
2213,Europe,France,Paris,24,51.6,10.89
2214,Europe,France,Paris,25,42.7,5.94
2215,Europe,France,Paris,26,40.1,4.5
2216,Europe,France,Paris,27,44.9,7.17
2217,Europe,France,Paris,28,43.3,6.28
2218,Europe,France,Paris,29,37.0,2.78
2219,Europe,France,Paris,30,37.1,2.83
2220,Europe,France,Bordeaux,1,52.8,11.56
2221,Europe,France,Bordeaux,2,59.2,15.11
2222,Europe,France,Bordeaux,3,57.2,14.0
2223,Europe,France,Bordeaux,4,54.3,12.39
2224,Europe,France,Bordeaux,5,48.8,9.33
2225,Europe,France,Bordeaux,6,44.1,6.72
2226,Europe,France,Bordeaux,7,42.6,5.89
2227,Europe,France,Bordeaux,8,48.2,9.0
2228,Europe,France,Bordeaux,9,47.0,8.33
2229,Europe,France,Bordeaux,10,50.5,10.28
2230,Europe,France,Bordeaux,11,55.2,12.89
2231,Europe,France,Bordeaux,12,55.5,13.06
2232,Europe,France,Bordeaux,13,44.1,6.72
2233,Europe,France,Bordeaux,14,41.2,5.11
2234,Europe,France,Bordeaux,15,42.7,5.94
2235,Europe,France,Bordeaux,16,43.9,6.61
2236,Europe,France,Bordeaux,17,47.8,8.78
2237,Europe,France,Bordeaux,18,42.9,6.06
2238,Europe,France,Bordeaux,19,40.4,4.67
2239,Europe,France,Bordeaux,20,43.8,6.56
2240,Europe,France,Bordeaux,21,43.4,6.33
2241,Europe,France,Bordeaux,22,51.3,10.72
2242,Europe,France,Bordeaux,23,57.5,14.17
2243,Europe,France,Bordeaux,24,52.9,11.61
2244,Europe,France,Bordeaux,25,47.4,8.56
2245,Europe,France,Bordeaux,26,43.5,6.39
2246,Europe,France,Bordeaux,27,42.8,6.0
2247,Europe,France,Bordeaux,28,43.2,6.22
2248,Europe,France,Bordeaux,29,39.5,4.17
2249,Europe,France,Bordeaux,30,37.5,3.06
2250,Europe,Germany,Munich,1,41.3,5.17
2251,Europe,Germany,Munich,2,46.8,8.22
2252,Europe,Germany,Munich,3,46.7,8.17
2253,Europe,Germany,Munich,4,42.7,5.94
2254,Europe,Germany,Munich,5,42.0,5.56
2255,Europe,Germany,Munich,6,40.9,4.94
2256,Europe,Germany,Munich,7,43.5,6.39
2257,Europe,Germany,Munich,8,41.7,5.39
2258,Europe,Germany,Munich,9,42.9,6.06
2259,Europe,Germany,Munich,10,43.1,6.17
2260,Europe,Germany,Munich,11,42.7,5.94
2261,Europe,Germany,Munich,12,41.2,5.11
2262,Europe,Germany,Munich,13,36.6,2.56
2263,Europe,Germany,Munich,14,30.9,-0.61
2264,Europe,Germany,Munich,15,31.0,-0.56
2265,Europe,Germany,Munich,16,32.6,0.33
2266,Europe,Germany,Munich,17,34.8,1.56
2267,Europe,Germany,Munich,18,37.5,3.06
2268,Europe,Germany,Munich,19,37.1,2.83
2269,Europe,Germany,Munich,20,37.2,2.89
2270,Europe,Germany,Munich,21,44.7,7.06
2271,Europe,Germany,Munich,22,42.7,5.94
2272,Europe,Germany,Munich,23,39.6,4.22
2273,Europe,Germany,Munich,24,45.8,7.67
2274,Europe,Germany,Munich,25,41.0,5.0
2275,Europe,Germany,Munich,26,34.5,1.39
2276,Europe,Germany,Munich,27,36.9,2.72
2277,Europe,Germany,Munich,28,40.3,4.61
2278,Europe,Germany,Munich,29,37.5,3.06
2279,Europe,Germany,Munich,30,33.1,0.61
2280,Europe,Hungary,Budapest,1,44.3,6.83
2281,Europe,Hungary,Budapest,2,49.2,9.56
2282,Europe,Hungary,Budapest,3,49.0,9.44
2283,Europe,Hungary,Budapest,4,41.5,5.28
2284,Europe,Hungary,Budapest,5,45.7,7.61
2285,Europe,Hungary,Budapest,6,47.3,8.5
2286,Europe,Hungary,Budapest,7,45.7,7.61
2287,Europe,Hungary,Budapest,8,46.4,8.0
2288,Europe,Hungary,Budapest,9,47.3,8.5
2289,Europe,Hungary,Budapest,10,47.6,8.67
2290,Europe,Hungary,Budapest,11,46.1,7.83
2291,Europe,Hungary,Budapest,12,46.3,7.94
2292,Europe,Hungary,Budapest,13,43.2,6.22
2293,Europe,Hungary,Budapest,14,39.5,4.17
2294,Europe,Hungary,Budapest,15,34.9,1.61
2295,Europe,Hungary,Budapest,16,41.2,5.11
2296,Europe,Hungary,Budapest,17,42.4,5.78
2297,Europe,Hungary,Budapest,18,39.9,4.39
2298,Europe,Hungary,Budapest,19,39.8,4.33
2299,Europe,Hungary,Budapest,20,40.3,4.61
2300,Europe,Hungary,Budapest,21,39.8,4.33
2301,Europe,Hungary,Budapest,22,43.8,6.56
2302,Europe,Hungary,Budapest,23,41.1,5.06
2303,Europe,Hungary,Budapest,24,42.9,6.06
2304,Europe,Hungary,Budapest,25,43.7,6.5
2305,Europe,Hungary,Budapest,26,43.1,6.17
2306,Europe,Hungary,Budapest,27,36.0,2.22
2307,Europe,Hungary,Budapest,28,30.6,-0.78
2308,Europe,Hungary,Budapest,29,34.5,1.39
2309,Europe,Hungary,Budapest,30,36.0,2.22
2310,Europe,Iceland,Reykjavik,1,38.5,3.61
2311,Europe,Iceland,Reykjavik,2,43.6,6.44
2312,Europe,Iceland,Reykjavik,3,34.9,1.61
2313,Europe,Iceland,Reykjavik,4,32.1,0.06
2314,Europe,Iceland,Reykjavik,5,33.2,0.67
2315,Europe,Iceland,Reykjavik,6,38.2,3.44
2316,Europe,Iceland,Reykjavik,7,37.5,3.06
2317,Europe,Iceland,Reykjavik,8,37.1,2.83
2318,Europe,Iceland,Reykjavik,9,31.7,-0.17
2319,Europe,Iceland,Reykjavik,10,30.7,-0.72
2320,Europe,Iceland,Reykjavik,11,26.3,-3.17
2321,Europe,Iceland,Reykjavik,12,28.9,-1.72
2322,Europe,Iceland,Reykjavik,13,37.5,3.06
2323,Europe,Iceland,Reykjavik,14,34.9,1.61
2324,Europe,Iceland,Reykjavik,15,35.1,1.72
2325,Europe,Iceland,Reykjavik,16,34.5,1.39
2326,Europe,Iceland,Reykjavik,17,32.8,0.44
2327,Europe,Iceland,Reykjavik,18,27.8,-2.33
2328,Europe,Iceland,Reykjavik,19,26.7,-2.94
2329,Europe,Iceland,Reykjavik,20,28.2,-2.11
2330,Europe,Iceland,Reykjavik,21,31.7,-0.17
2331,Europe,Iceland,Reykjavik,22,32.0,0.0
2332,Europe,Iceland,Reykjavik,23,28.9,-1.72
2333,Europe,Iceland,Reykjavik,24,30.5,-0.83
2334,Europe,Iceland,Reykjavik,25,27.9,-2.28
2335,Europe,Iceland,Reykjavik,26,29.0,-1.67
2336,Europe,Iceland,Reykjavik,27,21.7,-5.72
2337,Europe,Iceland,Reykjavik,28,25.3,-3.72
2338,Europe,Iceland,Reykjavik,29,33.9,1.06
2339,Europe,Iceland,Reykjavik,30,38.2,3.44
2340,Europe,Ireland,Dublin,1,52.0,11.11
2341,Europe,Ireland,Dublin,2,48.6,9.22
2342,Europe,Ireland,Dublin,3,47.8,8.78
2343,Europe,Ireland,Dublin,4,44.3,6.83
2344,Europe,Ireland,Dublin,5,41.8,5.44
2345,Europe,Ireland,Dublin,6,48.9,9.39
2346,Europe,Ireland,Dublin,7,44.6,7.0
2347,Europe,Ireland,Dublin,8,42.8,6.0
2348,Europe,Ireland,Dublin,9,50.4,10.22
2349,Europe,Ireland,Dublin,10,47.4,8.56
2350,Europe,Ireland,Dublin,11,45.0,7.22
2351,Europe,Ireland,Dublin,12,40.5,4.72
2352,Europe,Ireland,Dublin,13,40.3,4.61
2353,Europe,Ireland,Dublin,14,51.0,10.56
2354,Europe,Ireland,Dublin,15,47.1,8.39
2355,Europe,Ireland,Dublin,16,44.8,7.11
2356,Europe,Ireland,Dublin,17,40.2,4.56
2357,Europe,Ireland,Dublin,18,43.0,6.11
2358,Europe,Ireland,Dublin,19,42.1,5.61
2359,Europe,Ireland,Dublin,20,53.7,12.06
2360,Europe,Ireland,Dublin,21,55.1,12.83
2361,Europe,Ireland,Dublin,22,46.9,8.28
2362,Europe,Ireland,Dublin,23,39.5,4.17
2363,Europe,Ireland,Dublin,24,35.1,1.72
2364,Europe,Ireland,Dublin,25,35.3,1.83
2365,Europe,Ireland,Dublin,26,40.1,4.5
2366,Europe,Ireland,Dublin,27,43.1,6.17
2367,Europe,Ireland,Dublin,28,37.7,3.17
2368,Europe,Ireland,Dublin,29,35.3,1.83
2369,Europe,Ireland,Dublin,30,36.5,2.5
2370,Europe,Italy,Milan,1,48.7,9.28
2371,Europe,Italy,Milan,2,49.4,9.67
2372,Europe,Italy,Milan,3,52.1,11.17
2373,Europe,Italy,Milan,4,54.4,12.44
2374,Europe,Italy,Milan,5,50.7,10.39
2375,Europe,Italy,Milan,6,48.6,9.22
2376,Europe,Italy,Milan,7,47.1,8.39
2377,Europe,Italy,Milan,8,47.9,8.83
2378,Europe,Italy,Milan,9,48.4,9.11
2379,Europe,Italy,Milan,10,45.5,7.5
2380,Europe,Italy,Milan,11,43.1,6.17
2381,Europe,Italy,Milan,12,43.6,6.44
2382,Europe,Italy,Milan,13,50.0,10.0
2383,Europe,Italy,Milan,14,45.3,7.39
2384,Europe,Italy,Milan,15,38.4,3.56
2385,Europe,Italy,Milan,16,41.6,5.33
2386,Europe,Italy,Milan,17,41.9,5.5
2387,Europe,Italy,Milan,18,42.5,5.83
2388,Europe,Italy,Milan,19,43.5,6.39
2389,Europe,Italy,Milan,20,41.3,5.17
2390,Europe,Italy,Milan,21,45.9,7.72
2391,Europe,Italy,Milan,22,49.9,9.94
2392,Europe,Italy,Milan,23,46.4,8.0
2393,Europe,Italy,Milan,24,43.5,6.39
2394,Europe,Italy,Milan,25,47.0,8.33
2395,Europe,Italy,Milan,26,46.3,7.94
2396,Europe,Italy,Milan,27,39.4,4.11
2397,Europe,Italy,Milan,28,36.7,2.61
2398,Europe,Italy,Milan,29,38.4,3.56
2399,Europe,Italy,Milan,30,37.6,3.11
2400,Europe,Italy,Rome,1,55.3,12.94
2401,Europe,Italy,Rome,2,56.1,13.39
2402,Europe,Italy,Rome,3,62.2,16.78
2403,Europe,Italy,Rome,4,59.0,15.0
2404,Europe,Italy,Rome,5,60.4,15.78
2405,Europe,Italy,Rome,6,56.6,13.67
2406,Europe,Italy,Rome,7,51.6,10.89
2407,Europe,Italy,Rome,8,52.8,11.56
2408,Europe,Italy,Rome,9,56.1,13.39
2409,Europe,Italy,Rome,10,56.8,13.78
2410,Europe,Italy,Rome,11,56.0,13.33
2411,Europe,Italy,Rome,12,55.8,13.22
2412,Europe,Italy,Rome,13,54.7,12.61
2413,Europe,Italy,Rome,14,49.8,9.89
2414,Europe,Italy,Rome,15,52.9,11.61
2415,Europe,Italy,Rome,16,53.1,11.72
2416,Europe,Italy,Rome,17,54.2,12.33
2417,Europe,Italy,Rome,18,51.7,10.94
2418,Europe,Italy,Rome,19,47.5,8.61
2419,Europe,Italy,Rome,20,48.8,9.33
2420,Europe,Italy,Rome,21,52.7,11.5
2421,Europe,Italy,Rome,22,53.5,11.94
2422,Europe,Italy,Rome,23,54.4,12.44
2423,Europe,Italy,Rome,24,56.1,13.39
2424,Europe,Italy,Rome,25,59.3,15.17
2425,Europe,Italy,Rome,26,55.6,13.11
2426,Europe,Italy,Rome,27,47.5,8.61
2427,Europe,Italy,Rome,28,44.7,7.06
2428,Europe,Italy,Rome,29,53.8,12.11
2429,Europe,Italy,Rome,30,51.3,10.72
2430,Europe,Latvia,Riga,1,40.6,4.78
2431,Europe,Latvia,Riga,2,46.8,8.22
2432,Europe,Latvia,Riga,3,42.4,5.78
2433,Europe,Latvia,Riga,4,46.0,7.78
2434,Europe,Latvia,Riga,5,42.8,6.0
2435,Europe,Latvia,Riga,6,42.1,5.61
2436,Europe,Latvia,Riga,7,36.8,2.67
2437,Europe,Latvia,Riga,8,39.2,4.0
2438,Europe,Latvia,Riga,9,39.1,3.94
2439,Europe,Latvia,Riga,10,42.1,5.61
2440,Europe,Latvia,Riga,11,40.4,4.67
2441,Europe,Latvia,Riga,12,38.9,3.83
2442,Europe,Latvia,Riga,13,38.0,3.33
2443,Europe,Latvia,Riga,14,35.8,2.11
2444,Europe,Latvia,Riga,15,39.7,4.28
2445,Europe,Latvia,Riga,16,38.1,3.39
2446,Europe,Latvia,Riga,17,39.9,4.39
2447,Europe,Latvia,Riga,18,37.3,2.94
2448,Europe,Latvia,Riga,19,35.9,2.17
2449,Europe,Latvia,Riga,20,35.8,2.11
2450,Europe,Latvia,Riga,21,32.1,0.06
2451,Europe,Latvia,Riga,22,30.5,-0.83
2452,Europe,Latvia,Riga,23,34.9,1.61
2453,Europe,Latvia,Riga,24,41.6,5.33
2454,Europe,Latvia,Riga,25,41.6,5.33
2455,Europe,Latvia,Riga,26,37.8,3.22
2456,Europe,Latvia,Riga,27,34.0,1.11
2457,Europe,Latvia,Riga,28,34.9,1.61
2458,Europe,Latvia,Riga,29,34.5,1.39
2459,Europe,Latvia,Riga,30,34.2,1.22
2460,Europe,Macedonia,Skopje,1,38.5,3.61
2461,Europe,Macedonia,Skopje,2,38.3,3.5
2462,Europe,Macedonia,Skopje,3,42.3,5.72
2463,Europe,Macedonia,Skopje,4,48.7,9.28
2464,Europe,Macedonia,Skopje,5,41.4,5.22
2465,Europe,Macedonia,Skopje,6,44.6,7.0
2466,Europe,Macedonia,Skopje,7,52.3,11.28
2467,Europe,Macedonia,Skopje,8,52.5,11.39
2468,Europe,Macedonia,Skopje,9,49.0,9.44
2469,Europe,Macedonia,Skopje,10,43.5,6.39
2470,Europe,Macedonia,Skopje,11,48.6,9.22
2471,Europe,Macedonia,Skopje,12,51.2,10.67
2472,Europe,Macedonia,Skopje,13,55.4,13.0
2473,Europe,Macedonia,Skopje,14,50.7,10.39
2474,Europe,Macedonia,Skopje,15,44.4,6.89
2475,Europe,Macedonia,Skopje,16,46.9,8.28
2476,Europe,Macedonia,Skopje,17,48.8,9.33
2477,Europe,Macedonia,Skopje,18,48.4,9.11
2478,Europe,Macedonia,Skopje,19,46.9,8.28
2479,Europe,Macedonia,Skopje,20,42.0,5.56
2480,Europe,Macedonia,Skopje,21,37.4,3.0
2481,Europe,Macedonia,Skopje,22,36.6,2.56
2482,Europe,Macedonia,Skopje,23,38.1,3.39
2483,Europe,Macedonia,Skopje,24,38.5,3.61
2484,Europe,Macedonia,Skopje,25,38.0,3.33
2485,Europe,Macedonia,Skopje,26,40.2,4.56
2486,Europe,Macedonia,Skopje,27,38.9,3.83
2487,Europe,Macedonia,Skopje,28,36.3,2.39
2488,Europe,Macedonia,Skopje,29,30.0,-1.11
2489,Europe,Macedonia,Skopje,30,44.6,7.0
2490,Europe,The Netherlands,Amsterdam,1,53.0,11.67
2491,Europe,The Netherlands,Amsterdam,2,49.9,9.94
2492,Europe,The Netherlands,Amsterdam,3,49.1,9.5
2493,Europe,The Netherlands,Amsterdam,4,51.7,10.94
2494,Europe,The Netherlands,Amsterdam,5,46.1,7.83
2495,Europe,The Netherlands,Amsterdam,6,43.2,6.22
2496,Europe,The Netherlands,Amsterdam,7,39.3,4.06
2497,Europe,The Netherlands,Amsterdam,8,42.8,6.0
2498,Europe,The Netherlands,Amsterdam,9,47.8,8.78
2499,Europe,The Netherlands,Amsterdam,10,49.3,9.61
2500,Europe,The Netherlands,Amsterdam,11,46.2,7.89
2501,Europe,The Netherlands,Amsterdam,12,42.9,6.06
2502,Europe,The Netherlands,Amsterdam,13,44.5,6.94
2503,Europe,The Netherlands,Amsterdam,14,46.6,8.11
2504,Europe,The Netherlands,Amsterdam,15,49.9,9.94
2505,Europe,The Netherlands,Amsterdam,16,49.8,9.89
2506,Europe,The Netherlands,Amsterdam,17,43.2,6.22
2507,Europe,The Netherlands,Amsterdam,18,45.9,7.72
2508,Europe,The Netherlands,Amsterdam,19,45.0,7.22
2509,Europe,The Netherlands,Amsterdam,20,46.5,8.06
2510,Europe,The Netherlands,Amsterdam,21,53.5,11.94
2511,Europe,The Netherlands,Amsterdam,22,52.0,11.11
2512,Europe,The Netherlands,Amsterdam,23,51.3,10.72
2513,Europe,The Netherlands,Amsterdam,24,44.5,6.94
2514,Europe,The Netherlands,Amsterdam,25,40.0,4.44
2515,Europe,The Netherlands,Amsterdam,26,43.1,6.17
2516,Europe,The Netherlands,Amsterdam,27,45.9,7.72
2517,Europe,The Netherlands,Amsterdam,28,42.8,6.0
2518,Europe,The Netherlands,Amsterdam,29,37.8,3.22
2519,Europe,The Netherlands,Amsterdam,30,35.7,2.06
2520,Europe,Norway,Oslo,1,35.7,2.06
2521,Europe,Norway,Oslo,2,37.4,3.0
2522,Europe,Norway,Oslo,3,33.6,0.89
2523,Europe,Norway,Oslo,4,34.4,1.33
2524,Europe,Norway,Oslo,5,40.3,4.61
2525,Europe,Norway,Oslo,6,36.2,2.33
2526,Europe,Norway,Oslo,7,34.8,1.56
2527,Europe,Norway,Oslo,8,39.5,4.17
2528,Europe,Norway,Oslo,9,40.9,4.94
2529,Europe,Norway,Oslo,10,33.4,0.78
2530,Europe,Norway,Oslo,11,29.9,-1.17
2531,Europe,Norway,Oslo,12,28.3,-2.06
2532,Europe,Norway,Oslo,13,32.0,0.0
2533,Europe,Norway,Oslo,14,25.4,-3.67
2534,Europe,Norway,Oslo,15,32.1,0.06
2535,Europe,Norway,Oslo,16,29.3,-1.5
2536,Europe,Norway,Oslo,17,35.1,1.72
2537,Europe,Norway,Oslo,18,31.0,-0.56
2538,Europe,Norway,Oslo,19,28.5,-1.94
2539,Europe,Norway,Oslo,20,18.6,-7.44
2540,Europe,Norway,Oslo,21,19.4,-7.0
2541,Europe,Norway,Oslo,22,21.3,-5.94
2542,Europe,Norway,Oslo,23,40.0,4.44
2543,Europe,Norway,Oslo,24,34.6,1.44
2544,Europe,Norway,Oslo,25,31.0,-0.56
2545,Europe,Norway,Oslo,26,33.6,0.89
2546,Europe,Norway,Oslo,27,28.7,-1.83
2547,Europe,Norway,Oslo,28,27.8,-2.33
2548,Europe,Norway,Oslo,29,29.4,-1.44
2549,Europe,Norway,Oslo,30,28.9,-1.72
2550,Europe,Poland,Warsaw,1,45.0,7.22
2551,Europe,Poland,Warsaw,2,49.4,9.67
2552,Europe,Poland,Warsaw,3,48.6,9.22
2553,Europe,Poland,Warsaw,4,47.0,8.33
2554,Europe,Poland,Warsaw,5,45.9,7.72
2555,Europe,Poland,Warsaw,6,49.2,9.56
2556,Europe,Poland,Warsaw,7,47.5,8.61
2557,Europe,Poland,Warsaw,8,41.7,5.39
2558,Europe,Poland,Warsaw,9,42.6,5.89
2559,Europe,Poland,Warsaw,10,44.9,7.17
2560,Europe,Poland,Warsaw,11,40.9,4.94
2561,Europe,Poland,Warsaw,12,38.5,3.61
2562,Europe,Poland,Warsaw,13,37.5,3.06
2563,Europe,Poland,Warsaw,14,38.7,3.72
2564,Europe,Poland,Warsaw,15,42.1,5.61
2565,Europe,Poland,Warsaw,16,41.8,5.44
2566,Europe,Poland,Warsaw,17,40.9,4.94
2567,Europe,Poland,Warsaw,18,38.1,3.39
2568,Europe,Poland,Warsaw,19,39.0,3.89
2569,Europe,Poland,Warsaw,20,36.0,2.22
2570,Europe,Poland,Warsaw,21,33.3,0.72
2571,Europe,Poland,Warsaw,22,35.6,2.0
2572,Europe,Poland,Warsaw,23,41.7,5.39
2573,Europe,Poland,Warsaw,24,43.2,6.22
2574,Europe,Poland,Warsaw,25,46.8,8.22
2575,Europe,Poland,Warsaw,26,39.1,3.94
2576,Europe,Poland,Warsaw,27,33.3,0.72
2577,Europe,Poland,Warsaw,28,34.7,1.5
2578,Europe,Poland,Warsaw,29,34.6,1.44
2579,Europe,Poland,Warsaw,30,33.2,0.67
